cuisine,id,salt,onions,olive_oil,water,garlic,sugar,garlic_cloves,butter,ground_black_pepper,all-purpose_flour,pepper,vegetable_oil,eggs,soy_sauce,kosher_salt,green_onions,tomatoes,large_eggs,carrots,unsalted_butter
southern_us,34736.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
italian,9597.0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
chinese,3616.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spanish,23786.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
italian,42049.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,9997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
chinese,1097.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
filipino,35747.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,11515.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
southern_us,7647.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
french,22091.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
irish,26626.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
japanese,30704.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
indian,42290.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,26738.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
indian,36110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,23930.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,7787.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,2418.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
indian,33757.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
irish,48072.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
french,45880.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
indian,10394.0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
french,36010.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,8297.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,1238.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,10091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,3226.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
indian,23958.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
mexican,22005.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
greek,43041.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,36387.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
japanese,40479.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
british,11144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spanish,1982.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,28854.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,19773.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
southern_us,45864.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mexican,17389.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
moroccan,16510.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
italian,44299.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
italian,5368.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moroccan,37644.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
italian,49661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,4174.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
greek,45576.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,2635.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,4694.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
filipino,44941.0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
italian,5965.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
filipino,3980.0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
cajun_creole,45536.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
thai,7152.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,31334.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
indian,41861.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,1858.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,29761.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
korean,6542.0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
japanese,17748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
southern_us,29091.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
cajun_creole,30055.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
greek,48770.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,28023.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
italian,32156.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
greek,24356.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mexican,24863.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,2533.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
greek,47619.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,17038.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
filipino,31615.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
french,9079.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mexican,22566.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mexican,20427.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,16169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
italian,20537.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
chinese,7741.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
irish,2885.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
filipino,34782.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
italian,10872.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
chinese,24253.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
italian,33748.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
italian,23658.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
greek,35562.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spanish,2321.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
southern_us,19702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
filipino,41627.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,23639.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greek,32909.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
italian,27777.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
italian,44650.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,27608.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,18544.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
jamaican,7129.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
french,39631.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
japanese,43169.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
italian,15756.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
brazilian,43999.0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
indian,22325.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
irish,43721.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
greek,38291.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,4105.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
chinese,6271.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
french,26194.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
southern_us,25162.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
italian,34613.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mexican,9193.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
chinese,13581.0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
moroccan,21795.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
british,27220.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
filipino,39548.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
greek,19377.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mexican,42554.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,11338.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
mexican,2502.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mexican,41436.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
french,10184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,17350.0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
italian,33670.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,28481.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
mexican,36518.0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,30124.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
mexican,6322.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mexican,42185.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
brazilian,4262.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moroccan,11974.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
southern_us,10504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,14282.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
japanese,36039.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
italian,19451.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
jamaican,46156.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,9957.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
indian,28911.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
greek,45867.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cajun_creole,44453.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
french,18924.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,31223.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,41970.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
irish,31047.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
mexican,35655.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,9643.0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,18325.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,16750.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
italian,15953.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chinese,48604.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
indian,25553.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
japanese,5956.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
indian,30060.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,38632.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,33246.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irish,18188.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
korean,27250.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,44082.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mexican,38345.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
russian,450.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
italian,43635.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
greek,28216.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
italian,42162.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
indian,20408.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
brazilian,37335.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,27263.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
russian,12027.0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
italian,48057.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,32394.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
korean,38448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
italian,43112.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,6476.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
greek,91.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
southern_us,23503.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
greek,46709.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
greek,15330.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
brazilian,31718.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,9244.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
italian,6425.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,10915.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
indian,14470.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
french,3217.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
southern_us,15328.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chinese,33539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vietnamese,39930.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
indian,40763.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
moroccan,39562.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,429.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,17093.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,15776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moroccan,22610.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
british,46863.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
korean,33613.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
italian,2876.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,7310.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,43356.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
italian,37871.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,12584.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filipino,49543.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
italian,39687.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,37688.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
chinese,49438.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
italian,21395.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mexican,23689.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,11992.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
chinese,29494.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,37332.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
italian,702.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
filipino,87.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,8768.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
thai,860.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,36045.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
southern_us,40812.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mexican,39641.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vietnamese,21734.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vietnamese,11019.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
thai,18896.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,14386.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
southern_us,3456.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
italian,14378.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,47120.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
british,41874.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
indian,4282.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mexican,21268.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
chinese,698.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
vietnamese,3255.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,6063.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,23968.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,27785.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
british,21961.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
southern_us,29118.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
southern_us,11277.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
chinese,9745.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
spanish,28317.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
filipino,5735.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
italian,21290.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
italian,44522.0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
indian,25663.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
brazilian,48526.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
korean,43305.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
spanish,7366.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,24084.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
vietnamese,39798.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
southern_us,39677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamaican,30230.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
italian,8499.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
italian,4445.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
southern_us,9255.0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
italian,26421.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,23482.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
italian,38954.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mexican,9123.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,5921.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
thai,46389.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
vietnamese,7602.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
italian,18950.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,16160.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,34004.0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
french,13875.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
indian,22115.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
indian,36368.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,43601.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
mexican,25865.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
spanish,33423.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,22099.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,32358.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
filipino,35005.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,21439.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
thai,4083.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
italian,26899.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
korean,46600.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
irish,7312.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
mexican,16788.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
cajun_creole,32779.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
spanish,29773.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
irish,39349.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mexican,17943.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,10089.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
greek,42266.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
thai,15623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
korean,26349.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,23083.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
southern_us,12552.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,21459.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
british,46063.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greek,23364.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
chinese,7790.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
chinese,34672.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
indian,25573.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
indian,25260.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
